combination_index	tf_count	combination	run	seed	source	fit_xml	single_hit_rates
100	5	ATF1+ATF4+ATF7+CREB1+CREB5	3	300597	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_03_seed_300597\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_03_seed_300597\fit.output.rates
100	5	ATF1+ATF4+ATF7+CREB1+CREB5	4	300598	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_04_seed_300598\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_04_seed_300598\fit.output.rates
101	5	ATF1+ATF4+ATF7+CREB1+CREM	1	300601	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_01_seed_300601\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_01_seed_300601\fit.output.rates
101	5	ATF1+ATF4+ATF7+CREB1+CREM	2	300602	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_02_seed_300602\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_02_seed_300602\fit.output.rates
101	5	ATF1+ATF4+ATF7+CREB1+CREM	3	300603	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_03_seed_300603\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_03_seed_300603\fit.output.rates
101	5	ATF1+ATF4+ATF7+CREB1+CREM	4	300604	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_04_seed_300604\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_04_seed_300604\fit.output.rates
102	5	ATF1+ATF4+ATF7+CREB3+CREB5	1	300607	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_01_seed_300607\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_01_seed_300607\fit.output.rates
102	5	ATF1+ATF4+ATF7+CREB3+CREB5	2	300608	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_02_seed_300608\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_02_seed_300608\fit.output.rates
102	5	ATF1+ATF4+ATF7+CREB3+CREB5	3	300609	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_03_seed_300609\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_03_seed_300609\fit.output.rates
102	5	ATF1+ATF4+ATF7+CREB3+CREB5	4	300610	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_04_seed_300610\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_04_seed_300610\fit.output.rates
103	5	ATF1+ATF4+ATF7+CREB3+CREM	1	300613	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_01_seed_300613\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_01_seed_300613\fit.output.rates
103	5	ATF1+ATF4+ATF7+CREB3+CREM	2	300614	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_02_seed_300614\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_02_seed_300614\fit.output.rates
103	5	ATF1+ATF4+ATF7+CREB3+CREM	3	300615	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_03_seed_300615\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_03_seed_300615\fit.output.rates
103	5	ATF1+ATF4+ATF7+CREB3+CREM	4	300616	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_04_seed_300616\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_04_seed_300616\fit.output.rates
104	5	ATF1+ATF4+ATF7+CREB5+CREM	1	300619	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_01_seed_300619\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_01_seed_300619\fit.output.rates
104	5	ATF1+ATF4+ATF7+CREB5+CREM	2	300620	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_02_seed_300620\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_02_seed_300620\fit.output.rates
104	5	ATF1+ATF4+ATF7+CREB5+CREM	3	300621	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_03_seed_300621\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_03_seed_300621\fit.output.rates
104	5	ATF1+ATF4+ATF7+CREB5+CREM	4	300622	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_04_seed_300622\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_04_seed_300622\fit.output.rates
105	5	ATF1+ATF4+CREB1+CREB3+CREB5	1	300625	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_01_seed_300625\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_01_seed_300625\fit.output.rates
105	5	ATF1+ATF4+CREB1+CREB3+CREB5	2	300626	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_02_seed_300626\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_02_seed_300626\fit.output.rates
105	5	ATF1+ATF4+CREB1+CREB3+CREB5	3	300627	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_03_seed_300627\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_03_seed_300627\fit.output.rates
105	5	ATF1+ATF4+CREB1+CREB3+CREB5	4	300628	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_04_seed_300628\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_04_seed_300628\fit.output.rates
106	5	ATF1+ATF4+CREB1+CREB3+CREM	1	300631	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_01_seed_300631\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_01_seed_300631\fit.output.rates
106	5	ATF1+ATF4+CREB1+CREB3+CREM	2	300632	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_02_seed_300632\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_02_seed_300632\fit.output.rates
106	5	ATF1+ATF4+CREB1+CREB3+CREM	3	300633	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_03_seed_300633\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_03_seed_300633\fit.output.rates
106	5	ATF1+ATF4+CREB1+CREB3+CREM	4	300634	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_04_seed_300634\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_04_seed_300634\fit.output.rates
107	5	ATF1+ATF4+CREB1+CREB5+CREM	1	300637	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_01_seed_300637\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_01_seed_300637\fit.output.rates
107	5	ATF1+ATF4+CREB1+CREB5+CREM	2	300638	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_02_seed_300638\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_02_seed_300638\fit.output.rates
107	5	ATF1+ATF4+CREB1+CREB5+CREM	3	300639	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_03_seed_300639\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_03_seed_300639\fit.output.rates
107	5	ATF1+ATF4+CREB1+CREB5+CREM	4	300640	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_04_seed_300640\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_04_seed_300640\fit.output.rates
108	5	ATF1+ATF4+CREB3+CREB5+CREM	1	300643	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB3+CREB5+CREM\run_01_seed_300643\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB3+CREB5+CREM\run_01_seed_300643\fit.output.rates
108	5	ATF1+ATF4+CREB3+CREB5+CREM	2	300644	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB3+CREB5+CREM\run_02_seed_300644\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB3+CREB5+CREM\run_02_seed_300644\fit.output.rates
108	5	ATF1+ATF4+CREB3+CREB5+CREM	3	300645	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB3+CREB5+CREM\run_03_seed_300645\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB3+CREB5+CREM\run_03_seed_300645\fit.output.rates
108	5	ATF1+ATF4+CREB3+CREB5+CREM	4	300646	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB3+CREB5+CREM\run_04_seed_300646\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB3+CREB5+CREM\run_04_seed_300646\fit.output.rates
109	5	ATF1+ATF7+CREB1+CREB3+CREB5	1	300649	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREB5\run_01_seed_300649\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREB5\run_01_seed_300649\fit.output.rates
109	5	ATF1+ATF7+CREB1+CREB3+CREB5	2	300650	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREB5\run_02_seed_300650\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREB5\run_02_seed_300650\fit.output.rates
109	5	ATF1+ATF7+CREB1+CREB3+CREB5	3	300651	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREB5\run_03_seed_300651\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREB5\run_03_seed_300651\fit.output.rates
109	5	ATF1+ATF7+CREB1+CREB3+CREB5	4	300652	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREB5\run_04_seed_300652\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREB5\run_04_seed_300652\fit.output.rates
110	5	ATF1+ATF7+CREB1+CREB3+CREM	1	300655	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREM\run_01_seed_300655\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREM\run_01_seed_300655\fit.output.rates
110	5	ATF1+ATF7+CREB1+CREB3+CREM	2	300656	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREM\run_02_seed_300656\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREM\run_02_seed_300656\fit.output.rates
110	5	ATF1+ATF7+CREB1+CREB3+CREM	3	300657	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREM\run_03_seed_300657\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREM\run_03_seed_300657\fit.output.rates
110	5	ATF1+ATF7+CREB1+CREB3+CREM	4	300658	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREM\run_04_seed_300658\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB3+CREM\run_04_seed_300658\fit.output.rates
111	5	ATF1+ATF7+CREB1+CREB5+CREM	1	300661	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB5+CREM\run_01_seed_300661\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB5+CREM\run_01_seed_300661\fit.output.rates
111	5	ATF1+ATF7+CREB1+CREB5+CREM	2	300662	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB5+CREM\run_02_seed_300662\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB5+CREM\run_02_seed_300662\fit.output.rates
111	5	ATF1+ATF7+CREB1+CREB5+CREM	3	300663	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB5+CREM\run_03_seed_300663\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB5+CREM\run_03_seed_300663\fit.output.rates
111	5	ATF1+ATF7+CREB1+CREB5+CREM	4	300664	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB5+CREM\run_04_seed_300664\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB1+CREB5+CREM\run_04_seed_300664\fit.output.rates
112	5	ATF1+ATF7+CREB3+CREB5+CREM	1	300667	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB3+CREB5+CREM\run_01_seed_300667\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB3+CREB5+CREM\run_01_seed_300667\fit.output.rates
112	5	ATF1+ATF7+CREB3+CREB5+CREM	2	300668	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB3+CREB5+CREM\run_02_seed_300668\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB3+CREB5+CREM\run_02_seed_300668\fit.output.rates
112	5	ATF1+ATF7+CREB3+CREB5+CREM	3	300669	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB3+CREB5+CREM\run_03_seed_300669\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB3+CREB5+CREM\run_03_seed_300669\fit.output.rates
112	5	ATF1+ATF7+CREB3+CREB5+CREM	4	300670	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB3+CREB5+CREM\run_04_seed_300670\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF7+CREB3+CREB5+CREM\run_04_seed_300670\fit.output.rates
113	5	ATF1+CREB1+CREB3+CREB5+CREM	1	300673	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+CREB1+CREB3+CREB5+CREM\run_01_seed_300673\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+CREB1+CREB3+CREB5+CREM\run_01_seed_300673\fit.output.rates
113	5	ATF1+CREB1+CREB3+CREB5+CREM	2	300674	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+CREB1+CREB3+CREB5+CREM\run_02_seed_300674\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+CREB1+CREB3+CREB5+CREM\run_02_seed_300674\fit.output.rates
113	5	ATF1+CREB1+CREB3+CREB5+CREM	3	300675	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+CREB1+CREB3+CREB5+CREM\run_03_seed_300675\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+CREB1+CREB3+CREB5+CREM\run_03_seed_300675\fit.output.rates
113	5	ATF1+CREB1+CREB3+CREB5+CREM	4	300676	reverse	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+CREB1+CREB3+CREB5+CREM\run_04_seed_300676\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+CREB1+CREB3+CREB5+CREM\run_04_seed_300676\fit.output.rates
