combination_index	tf_count	combination	run	seed	source	final_score	elapsed	single_hit_r	multi_hit_r	fit_xml	single_hit_rates	multi_hit_rates
98	4	CREB1+CREB3+CREB5+CREM	4	300586	reverse	4.97e+04	00:08:41.2404803	0.8565083820	0.7974604228	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\4TF\CREB1+CREB3+CREB5+CREM\run_04_seed_300586\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\4TF\CREB1+CREB3+CREB5+CREM\run_04_seed_300586\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\4TF\CREB1+CREB3+CREB5+CREM\run_04.rates.tsv
99	5	ATF1+ATF4+ATF7+CREB1+CREB3	1	300589	reverse	6.773e+04	00:07:40.6687271	0.7865549091	0.7288622233	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB3\run_01_seed_300589\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB3\run_01_seed_300589\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB1+CREB3\run_01.rates.tsv
99	5	ATF1+ATF4+ATF7+CREB1+CREB3	2	300590	reverse	5.436e+04	00:09:10.7546735	0.8418978356	0.7470466835	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB3\run_02_seed_300590\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB3\run_02_seed_300590\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB1+CREB3\run_02.rates.tsv
99	5	ATF1+ATF4+ATF7+CREB1+CREB3	3	300591	reverse	5.428e+04	00:10:56.1610190	0.8421457216	0.7477068865	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB3\run_03_seed_300591\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB3\run_03_seed_300591\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB1+CREB3\run_03.rates.tsv
99	5	ATF1+ATF4+ATF7+CREB1+CREB3	4	300592	reverse	9.026e+04	00:03:40.3298340	0.6999562928	0.6351934214	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB3\run_04_seed_300592\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB3\run_04_seed_300592\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB1+CREB3\run_04.rates.tsv
100	5	ATF1+ATF4+ATF7+CREB1+CREB5	1	300595	reverse	4.922e+04	00:08:51.2060196	0.8586812793	0.7605451446	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_01_seed_300595\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_01_seed_300595\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_01.rates.tsv
100	5	ATF1+ATF4+ATF7+CREB1+CREB5	2	300596	reverse	4.986e+04	00:08:26.5912765	0.8612997371	0.7718737602	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_02_seed_300596\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_02_seed_300596\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_02.rates.tsv
100	5	ATF1+ATF4+ATF7+CREB1+CREB5	3	300597	reverse	5.06e+04	00:07:20.6316781	0.8560729488	0.7717923857	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_03_seed_300597\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_03_seed_300597\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_03.rates.tsv
100	5	ATF1+ATF4+ATF7+CREB1+CREB5	4	300598	reverse	7.2e+04	00:06:40.6428385	0.7597692838	0.7094443274	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_04_seed_300598\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_04_seed_300598\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB1+CREB5\run_04.rates.tsv
101	5	ATF1+ATF4+ATF7+CREB1+CREM	1	300601	reverse	6.032e+04	00:07:15.6857367	0.8161574343	0.7612528447	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_01_seed_300601\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_01_seed_300601\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_01.rates.tsv
101	5	ATF1+ATF4+ATF7+CREB1+CREM	2	300602	reverse	5.03e+04	00:06:55.5820887	0.8528872532	0.7765788879	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_02_seed_300602\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_02_seed_300602\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_02.rates.tsv
101	5	ATF1+ATF4+ATF7+CREB1+CREM	3	300603	reverse	5.023e+04	00:07:30.7018699	0.8531662407	0.7791270162	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_03_seed_300603\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_03_seed_300603\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_03.rates.tsv
101	5	ATF1+ATF4+ATF7+CREB1+CREM	4	300604	reverse	5.034e+04	00:06:40.5873847	0.8539739409	0.7793020836	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_04_seed_300604\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_04_seed_300604\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB1+CREM\run_04.rates.tsv
102	5	ATF1+ATF4+ATF7+CREB3+CREB5	1	300607	reverse	1.062e+05	00:01:15.1542850	0.5883737993	0.5090449504	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_01_seed_300607\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_01_seed_300607\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_01.rates.tsv
102	5	ATF1+ATF4+ATF7+CREB3+CREB5	2	300608	reverse	7.085e+04	00:06:55.8017360	0.7632274797	0.7316147275	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_02_seed_300608\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_02_seed_300608\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_02.rates.tsv
102	5	ATF1+ATF4+ATF7+CREB3+CREB5	3	300609	reverse	9.087e+04	00:01:20.2244917	0.6843903929	0.6247947483	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_03_seed_300609\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_03_seed_300609\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_03.rates.tsv
102	5	ATF1+ATF4+ATF7+CREB3+CREB5	4	300610	reverse	6.942e+04	00:07:55.7893966	0.7650362284	0.6975274823	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_04_seed_300610\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_04_seed_300610\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB3+CREB5\run_04.rates.tsv
103	5	ATF1+ATF4+ATF7+CREB3+CREM	1	300613	reverse	6.497e+04	00:06:50.6127405	0.7951400274	0.7427516821	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_01_seed_300613\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_01_seed_300613\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_01.rates.tsv
103	5	ATF1+ATF4+ATF7+CREB3+CREM	2	300614	reverse	6.56e+04	00:06:05.6948522	0.7937670388	0.7483208946	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_02_seed_300614\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_02_seed_300614\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_02.rates.tsv
103	5	ATF1+ATF4+ATF7+CREB3+CREM	3	300615	reverse	6.387e+04	00:05:35.5000858	0.7929740381	0.6971446449	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_03_seed_300615\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_03_seed_300615\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_03.rates.tsv
103	5	ATF1+ATF4+ATF7+CREB3+CREM	4	300616	reverse	6.479e+04	00:06:30.7778998	0.7965307725	0.7511780954	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_04_seed_300616\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_04_seed_300616\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB3+CREM\run_04.rates.tsv
104	5	ATF1+ATF4+ATF7+CREB5+CREM	1	300619	reverse	6.777e+04	00:09:35.9803012	0.7823114635	0.7121102125	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_01_seed_300619\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_01_seed_300619\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_01.rates.tsv
104	5	ATF1+ATF4+ATF7+CREB5+CREM	2	300620	reverse	7.66e+04	00:01:35.1772584	0.7526777180	0.6645730079	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_02_seed_300620\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_02_seed_300620\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_02.rates.tsv
104	5	ATF1+ATF4+ATF7+CREB5+CREM	3	300621	reverse	6.46e+04	00:06:40.6206602	0.7817108164	0.7252693504	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_03_seed_300621\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_03_seed_300621\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_03.rates.tsv
104	5	ATF1+ATF4+ATF7+CREB5+CREM	4	300622	reverse	8.328e+04	00:01:35.2186278	0.7272682806	0.6536887637	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_04_seed_300622\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_04_seed_300622\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+ATF7+CREB5+CREM\run_04.rates.tsv
105	5	ATF1+ATF4+CREB1+CREB3+CREB5	1	300625	reverse	5.472e+04	00:08:26.2658057	0.8403816119	0.7431584103	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_01_seed_300625\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_01_seed_300625\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_01.rates.tsv
105	5	ATF1+ATF4+CREB1+CREB3+CREB5	2	300626	reverse	5.253e+04	00:07:35.9250603	0.8497605195	0.7610426417	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_02_seed_300626\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_02_seed_300626\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_02.rates.tsv
105	5	ATF1+ATF4+CREB1+CREB3+CREB5	3	300627	reverse	8.318e+04	00:01:25.2810290	0.7257267594	0.6676108629	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_03_seed_300627\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_03_seed_300627\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_03.rates.tsv
105	5	ATF1+ATF4+CREB1+CREB3+CREB5	4	300628	reverse	5.39e+04	00:05:15.6187156	0.8426610119	0.7606593071	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_04_seed_300628\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_04_seed_300628\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+CREB1+CREB3+CREB5\run_04.rates.tsv
106	5	ATF1+ATF4+CREB1+CREB3+CREM	1	300631	reverse	5.141e+04	00:05:50.6795652	0.8470225868	0.7911309834	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_01_seed_300631\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_01_seed_300631\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_01.rates.tsv
106	5	ATF1+ATF4+CREB1+CREB3+CREM	2	300632	reverse	4.99e+04	00:06:05.6705524	0.8530376691	0.7884114988	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_02_seed_300632\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_02_seed_300632\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_02.rates.tsv
106	5	ATF1+ATF4+CREB1+CREB3+CREM	3	300633	reverse	4.975e+04	00:07:40.5903056	0.8533972217	0.7865689726	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_03_seed_300633\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_03_seed_300633\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_03.rates.tsv
106	5	ATF1+ATF4+CREB1+CREB3+CREM	4	300634	reverse	4.986e+04	00:08:15.9832203	0.8540118269	0.7879343482	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_04_seed_300634\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_04_seed_300634\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+CREB1+CREB3+CREM\run_04.rates.tsv
107	5	ATF1+ATF4+CREB1+CREB5+CREM	1	300637	reverse	6.741e+04	00:01:30.1675039	0.7833620991	0.7277675885	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_01_seed_300637\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_01_seed_300637\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_01.rates.tsv
107	5	ATF1+ATF4+CREB1+CREB5+CREM	2	300638	reverse	7.935e+04	00:02:25.3057233	0.7024578376	0.6820701491	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_02_seed_300638\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_02_seed_300638\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_02.rates.tsv
107	5	ATF1+ATF4+CREB1+CREB5+CREM	3	300639	reverse	6.461e+04	00:09:50.9663368	0.7918130454	0.7256031898	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_03_seed_300639\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_03_seed_300639\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_03.rates.tsv
107	5	ATF1+ATF4+CREB1+CREB5+CREM	4	300640	reverse	5.246e+04	00:06:30.6986516	0.8442223057	0.7737149761	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_04_seed_300640\fit.xml	C:\Users\LIME\Desktop\Figure3B_reverse\Figure3B_portable_windows_20260612\artifacts\figure3b_no_self_scrambled_8runs\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_04_seed_300640\fit.output.rates	C:\Users\LIME\Documents\Fiuer5\figure3_merge_20260614\output\multi_hit_rates\5TF\ATF1+ATF4+CREB1+CREB5+CREM\run_04.rates.tsv
